product_id,product_name,$price,$url,$image,category,price_range,rider_category,frame_size,frame,front_suspension,rear_suspension,without_suspension,wheels_type,tires,shifters,front_derailleur,rear_derailleur,crank,cassette,pedals,saddle,seat_post,handlebars,stem,headset,brakeset
1.5 WSD-60 cm,1.5 WSD,"$1,099.99",http://www.trekbikes.com/us/en/bikes/women/road/15wsd/,http://www.trekbikes.com/images/bikes/2009/medium/15wsd_powderblueindigo.jpg,road,"1,001 - 2,000",Adult - Female,60 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,Bontrager Race Lite Basic,"Bontrager FIT VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5 WSD-62 cm,1.5 WSD,"$1,099.99",http://www.trekbikes.com/us/en/bikes/women/road/15wsd/,http://www.trekbikes.com/images/bikes/2009/medium/15wsd_powderblueindigo.jpg,road,"1,001 - 2,000",Adult - Female,62 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,Bontrager Race Lite Basic,"Bontrager FIT VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5 WSD-64 cm,1.5 WSD,"$1,099.99",http://www.trekbikes.com/us/en/bikes/women/road/15wsd/,http://www.trekbikes.com/images/bikes/2009/medium/15wsd_powderblueindigo.jpg,road,"1,001 - 2,000",Adult - Female,64 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,Bontrager Race Lite Basic,"Bontrager FIT VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.2 WSD-43 cm,1.2 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/road/12wsd/,http://www.trekbikes.com/images/bikes/2009/medium/12wsd_whitesilver.jpg,road,"1,000 or under",Adult - Female,43 cm,Alpha White Aluminum,,,"Bontrager Approved, carbon",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Select, 650x25c","Shimano Sora STI, 9 speed","Shimano Sora, triple","Shimano Sora GS, 9 speed",FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,"Bontrager Alloy, Infinite Angle Adjustability","Bontrager FIT VR Bend OS, 31.8mm","Bontrager SSR OS, 10 degree, 31.8mm","Aheadset Slimstak w/semi-cartridge bearings, sealed",Alloy dual pivot w/Shimano Sora STI levers
1.2 WSD-47 cm,1.2 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/road/12wsd/,http://www.trekbikes.com/images/bikes/2009/medium/12wsd_whitesilver.jpg,road,"1,000 or under",Adult - Female,47 cm,Alpha White Aluminum,,,"Bontrager Approved, carbon",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed","Shimano Sora, triple","Shimano Sora GS, 9 speed",FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,"Bontrager Alloy, Infinite Angle Adjustability","Bontrager FIT VR Bend OS, 31.8mm","Bontrager SSR OS, 10 degree, 31.8mm","Aheadset Slimstak w/semi-cartridge bearings, sealed",Alloy dual pivot w/Shimano Sora STI levers
1.2 WSD-50 cm,1.2 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/road/12wsd/,http://www.trekbikes.com/images/bikes/2009/medium/12wsd_whitesilver.jpg,road,"1,000 or under",Adult - Female,50 cm,Alpha White Aluminum,,,"Bontrager Approved, carbon",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed","Shimano Sora, triple","Shimano Sora GS, 9 speed",FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,"Bontrager Alloy, Infinite Angle Adjustability","Bontrager FIT VR Bend OS, 31.8mm","Bontrager SSR OS, 10 degree, 31.8mm","Aheadset Slimstak w/semi-cartridge bearings, sealed",Alloy dual pivot w/Shimano Sora STI levers
1.2 WSD-52 cm,1.2 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/road/12wsd/,http://www.trekbikes.com/images/bikes/2009/medium/12wsd_whitesilver.jpg,road,"1,000 or under",Adult - Female,52 cm,Alpha White Aluminum,,,"Bontrager Approved, carbon",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed","Shimano Sora, triple","Shimano Sora GS, 9 speed",FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,"Bontrager Alloy, Infinite Angle Adjustability","Bontrager FIT VR Bend OS, 31.8mm","Bontrager SSR OS, 10 degree, 31.8mm","Aheadset Slimstak w/semi-cartridge bearings, sealed",Alloy dual pivot w/Shimano Sora STI levers
1.2 WSD-54 cm,1.2 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/road/12wsd/,http://www.trekbikes.com/images/bikes/2009/medium/12wsd_whitesilver.jpg,road,"1,000 or under",Adult - Female,54 cm,Alpha White Aluminum,,,"Bontrager Approved, carbon",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed","Shimano Sora, triple","Shimano Sora GS, 9 speed",FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,"Bontrager Alloy, Infinite Angle Adjustability","Bontrager FIT VR Bend OS, 31.8mm","Bontrager SSR OS, 10 degree, 31.8mm","Aheadset Slimstak w/semi-cartridge bearings, sealed",Alloy dual pivot w/Shimano Sora STI levers
1.2 WSD-56 cm,1.2 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/road/12wsd/,http://www.trekbikes.com/images/bikes/2009/medium/12wsd_whitesilver.jpg,road,"1,000 or under",Adult - Female,56 cm,Alpha White Aluminum,,,"Bontrager Approved, carbon",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed","Shimano Sora, triple","Shimano Sora GS, 9 speed",FSA Vero T 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic FIT,"Bontrager Alloy, Infinite Angle Adjustability","Bontrager FIT VR Bend OS, 31.8mm","Bontrager SSR OS, 10 degree, 31.8mm","Aheadset Slimstak w/semi-cartridge bearings, sealed",Alloy dual pivot w/Shimano Sora STI levers
7.6 FX WSD-15'',7.6 FX WSD,"$1,259.99",http://www.trekbikes.com/us/en/bikes/women/bike_path/76fxwsd/,http://www.trekbikes.com/images/bikes/2009/medium/76fxwsd_white.jpg,bike path,"1,001 - 2,000",Adult - Female,15'',FX Alpha Black Aluminum w/IsoZone monostay,,,"Bontrager Nebula, carbon w/Clix dropouts",Bontrager SSR,"Bontrager Race Lite Hardcase, 700x28c; 60tpi",Shimano SL R440,Shimano FD453,Shimano Tiagra,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed","Wellgo single sided, clipless",Bontrager Nebula Plus FIT,Bontrager Race Lite Basic,"Bontrager Race, 25mm rise, 31.8mm","Bontrager Nebula, 12 degree","Aheadset Slimstak w/semi-cartridge bearings, sealed",Tektro RX 1.0 w/Tektro alloy levers
7.6 FX WSD-17'',7.6 FX WSD,"$1,259.99",http://www.trekbikes.com/us/en/bikes/women/bike_path/76fxwsd/,http://www.trekbikes.com/images/bikes/2009/medium/76fxwsd_white.jpg,bike path,"1,001 - 2,000",Adult - Female,17'',FX Alpha Black Aluminum w/IsoZone monostay,,,"Bontrager Nebula, carbon w/Clix dropouts",Bontrager SSR,"Bontrager Race Lite Hardcase, 700x28c; 60tpi",Shimano SL R440,Shimano FD453,Shimano Tiagra,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed","Wellgo single sided, clipless",Bontrager Nebula Plus FIT,Bontrager Race Lite Basic,"Bontrager Race, 25mm rise, 31.8mm","Bontrager Nebula, 12 degree","Aheadset Slimstak w/semi-cartridge bearings, sealed",Tektro RX 1.0 w/Tektro alloy levers
7.6 FX WSD-19'',7.6 FX WSD,"$1,259.99",http://www.trekbikes.com/us/en/bikes/women/bike_path/76fxwsd/,http://www.trekbikes.com/images/bikes/2009/medium/76fxwsd_white.jpg,bike path,"1,001 - 2,000",Adult - Female,19'',FX Alpha Black Aluminum w/IsoZone monostay,,,"Bontrager Nebula, carbon w/Clix dropouts",Bontrager SSR,"Bontrager Race Lite Hardcase, 700x28c; 60tpi",Shimano SL R440,Shimano FD453,Shimano Tiagra,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed","Wellgo single sided, clipless",Bontrager Nebula Plus FIT,Bontrager Race Lite Basic,"Bontrager Race, 25mm rise, 31.8mm","Bontrager Nebula, 12 degree","Aheadset Slimstak w/semi-cartridge bearings, sealed",Tektro RX 1.0 w/Tektro alloy levers
7.5 FX WSD-15'',7.5 FX WSD,$899.99,http://www.trekbikes.com/us/en/bikes/women/bike_path/75fxwsd/,http://www.trekbikes.com/images/bikes/2009/medium/75fxwsd_black.jpg,bike path,"1,000 or under",Adult - Female,15'',FX Alpha Black Aluminum,,,"Bontrager Nebula, carbon w/Clix dropouts",Bontrager SSR,"Bontrager Race Lite Hardcase, 700x28c; 60tpi","Shimano Deore trigger, 9 speed",Shimano Deore,Shimano Deore LX,Shimano M443 Octalink 48/36/26,"SRAM PG950 11-26, 9 speed",Alloy body w/alloy cage,Bontrager Nebula Plus FIT,Bontrager Nebula,Bontrager SSR,"Bontrager SSR, 12 degree rise","Aheadset Slimstak w/semi-cartridge bearings, sealed",Avid SD-3 w/Tektro adjustable reach alloy levers
7.5 FX WSD-17'',7.5 FX WSD,$899.99,http://www.trekbikes.com/us/en/bikes/women/bike_path/75fxwsd/,http://www.trekbikes.com/images/bikes/2009/medium/75fxwsd_black.jpg,bike path,"1,000 or under",Adult - Female,17'',FX Alpha Black Aluminum,,,"Bontrager Nebula, carbon w/Clix dropouts",Bontrager SSR,"Bontrager Race Lite Hardcase, 700x28c; 60tpi","Shimano Deore trigger, 9 speed",Shimano Deore,Shimano Deore LX,Shimano M443 Octalink 48/36/26,"SRAM PG950 11-26, 9 speed",Alloy body w/alloy cage,Bontrager Nebula Plus FIT,Bontrager Nebula,Bontrager SSR,"Bontrager SSR, 12 degree rise","Aheadset Slimstak w/semi-cartridge bearings, sealed",Avid SD-3 w/Tektro adjustable reach alloy levers
7.5 FX WSD-19'',7.5 FX WSD,$899.99,http://www.trekbikes.com/us/en/bikes/women/bike_path/75fxwsd/,http://www.trekbikes.com/images/bikes/2009/medium/75fxwsd_black.jpg,bike path,"1,000 or under",Adult - Female,19'',FX Alpha Black Aluminum,,,"Bontrager Nebula, carbon w/Clix dropouts",Bontrager SSR,"Bontrager Race Lite Hardcase, 700x28c; 60tpi","Shimano Deore trigger, 9 speed",Shimano Deore,Shimano Deore LX,Shimano M443 Octalink 48/36/26,"SRAM PG950 11-26, 9 speed",Alloy body w/alloy cage,Bontrager Nebula Plus FIT,Bontrager Nebula,Bontrager SSR,"Bontrager SSR, 12 degree rise","Aheadset Slimstak w/semi-cartridge bearings, sealed",Avid SD-3 w/Tektro adjustable reach alloy levers
Equinox 7 WSD-47 cm,Equinox 7 WSD,"$1,869.99",http://www.trekbikes.com/us/en/bikes/triathlon/equinox/equinox7wsd/,http://www.trekbikes.com/images/bikes/2009/medium/equinox7wsd_blackblue.jpg,triathlon,"1,001 - 2,000",Adult - Female,47 cm,Alpha Red Aluminum,,,"Bontrager Race Lite TT, carbon",Bontrager Select Aero,Bontrager Race Lite 700x23c,"Shimano Dura-Ace, bar end control, 10 speed",Shimano 105,Shimano 105,Shimano 105 50/34,"Shimano 105 11-25, 10 speed",,Bontrager Race FIT TT,Bontrager Race Lite TTX,Bontrager Race Bullhorn w/Race Lite clip-ons,"Bontrager Race Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy"
Equinox 7 WSD-51 cm,Equinox 7 WSD,"$1,869.99",http://www.trekbikes.com/us/en/bikes/triathlon/equinox/equinox7wsd/,http://www.trekbikes.com/images/bikes/2009/medium/equinox7wsd_blackblue.jpg,triathlon,"1,001 - 2,000",Adult - Female,51 cm,Alpha Red Aluminum,,,"Bontrager Race Lite TT, carbon",Bontrager Select Aero,Bontrager Race Lite 700x23c,"Shimano Dura-Ace, bar end control, 10 speed",Shimano 105,Shimano 105,Shimano 105 50/34,"Shimano 105 11-25, 10 speed",,Bontrager Race FIT TT,Bontrager Race Lite TTX,Bontrager Race Bullhorn w/Race Lite clip-ons,"Bontrager Race Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy"
Equinox 7 WSD-54 cm,Equinox 7 WSD,"$1,869.99",http://www.trekbikes.com/us/en/bikes/triathlon/equinox/equinox7wsd/,http://www.trekbikes.com/images/bikes/2009/medium/equinox7wsd_blackblue.jpg,triathlon,"1,001 - 2,000",Adult - Female,54 cm,Alpha Red Aluminum,,,"Bontrager Race Lite TT, carbon",Bontrager Select Aero,Bontrager Race Lite 700x23c,"Shimano Dura-Ace, bar end control, 10 speed",Shimano 105,Shimano 105,Shimano 105 50/34,"Shimano 105 11-25, 10 speed",,Bontrager Race FIT TT,Bontrager Race Lite TTX,Bontrager Race Bullhorn w/Race Lite clip-ons,"Bontrager Race Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy"
6000 WSD-14.5'',6000 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/mountain/6000wsd/,http://www.trekbikes.com/images/bikes/2009/medium/6000wsd_electricblue.jpg,mountain hardtail,"1,000 or under",Adult - Female,14.5'',"Alpha Black Aluminum w/externally relieved head tube, hydroformed bi-axial down tube and top tube, monostay seatstays, forged disc ready dropouts","RockShox Dart 3 w/preload, lockout, alloy steerer, 100mm",,,"Shimano M475 disc hubs; Bontrager Ranger, 32-hole rims w/eyelets","Bontrager Jones XR, 26x2.2/2.25""; 52/54/27tpi","SRAM X-5, 9 speed",SRAM X-5,SRAM X-5,Shimano M442 Octalink 44/32/22,"SRAM PG950 11-34, 9 speed",Alloy platform,Bontrager Race FIT Lux,"Bontrager SSR, 20mm offset","Bontrager SSR, 25mm rise, 25.4mm, 600mm width","Bontrager SSR, 10 degree, 25.4mm","VP-A76C-TK, 1 1/8"" semi-cartridge, sealed","Avid BB-5, mechanical disc w/alloy levers"
6000 WSD-15.5'',6000 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/mountain/6000wsd/,http://www.trekbikes.com/images/bikes/2009/medium/6000wsd_electricblue.jpg,mountain hardtail,"1,000 or under",Adult - Female,15.5'',"Alpha Black Aluminum w/externally relieved head tube, hydroformed bi-axial down tube and top tube, monostay seatstays, forged disc ready dropouts","RockShox Dart 3 w/preload, lockout, alloy steerer, 100mm",,,"Shimano M475 disc hubs; Bontrager Ranger, 32-hole rims w/eyelets","Bontrager Jones XR, 26x2.2/2.25""; 52/54/27tpi","SRAM X-5, 9 speed",SRAM X-5,SRAM X-5,Shimano M442 Octalink 44/32/22,"SRAM PG950 11-34, 9 speed",Alloy platform,Bontrager Race FIT Lux,"Bontrager SSR, 20mm offset","Bontrager SSR, 25mm rise, 25.4mm, 600mm width","Bontrager SSR, 10 degree, 25.4mm","VP-A76C-TK, 1 1/8"" semi-cartridge, sealed","Avid BB-5, mechanical disc w/alloy levers"
6000 WSD-16.5'',6000 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/mountain/6000wsd/,http://www.trekbikes.com/images/bikes/2009/medium/6000wsd_electricblue.jpg,mountain hardtail,"1,000 or under",Adult - Female,16.5'',"Alpha Black Aluminum w/externally relieved head tube, hydroformed bi-axial down tube and top tube, monostay seatstays, forged disc ready dropouts","RockShox Dart 3 w/preload, lockout, alloy steerer, 100mm",,,"Shimano M475 disc hubs; Bontrager Ranger, 32-hole rims w/eyelets","Bontrager Jones XR, 26x2.2/2.25""; 52/54/27tpi","SRAM X-5, 9 speed",SRAM X-5,SRAM X-5,Shimano M442 Octalink 44/32/22,"SRAM PG950 11-34, 9 speed",Alloy platform,Bontrager Race FIT Lux,"Bontrager SSR, 20mm offset","Bontrager SSR, 25mm rise, 25.4mm, 600mm width","Bontrager SSR, 10 degree, 25.4mm","VP-A76C-TK, 1 1/8"" semi-cartridge, sealed","Avid BB-5, mechanical disc w/alloy levers"
6000 WSD-17.5'',6000 WSD,$879.99,http://www.trekbikes.com/us/en/bikes/women/mountain/6000wsd/,http://www.trekbikes.com/images/bikes/2009/medium/6000wsd_electricblue.jpg,mountain hardtail,"1,000 or under",Adult - Female,17.5'',"Alpha Black Aluminum w/externally relieved head tube, hydroformed bi-axial down tube and top tube, monostay seatstays, forged disc ready dropouts","RockShox Dart 3 w/preload, lockout, alloy steerer, 100mm",,,"Shimano M475 disc hubs; Bontrager Ranger, 32-hole rims w/eyelets","Bontrager Jones XR, 26x2.2/2.25""; 52/54/27tpi","SRAM X-5, 9 speed",SRAM X-5,SRAM X-5,Shimano M442 Octalink 44/32/22,"SRAM PG950 11-34, 9 speed",Alloy platform,Bontrager Race FIT Lux,"Bontrager SSR, 20mm offset","Bontrager SSR, 25mm rise, 25.4mm, 600mm width","Bontrager SSR, 10 degree, 25.4mm","VP-A76C-TK, 1 1/8"" semi-cartridge, sealed","Avid BB-5, mechanical disc w/alloy levers"
820 WSD-13'',820 WSD,$329.99,http://www.trekbikes.com/us/en/bikes/women/mountain/820wsd/,http://www.trekbikes.com/images/bikes/2009/medium/820wsd_lavender.jpg,mountain hardtail,"1,000 or under",Adult - Female,13'',Trek Custom Steel w/Cro-Moly seat tube,"SR Suntour M-2025, custom spring weight, 63mm",,,Alloy hubs; Matrix 550 rims w/brushed sidewalls,"Bontrager Connection Trail, 26x2.0""","Shimano EF50, 7 speed",Shimano C051,Shimano Acera,SR Suntour XCC-T208 48/38/28,"Sun Race 13-34, 7 speed",Nylon platform,Bontrager Approved FIT,Bontrager Approved,"Bontrager Approved, 30mm rise","Bontrager Approved, 40 degree","VP-A76C-TK, 1 1/8"" semi-cartridge, sealed",Tektro V w/Shimano EF50 levers
820 WSD-16'',820 WSD,$329.99,http://www.trekbikes.com/us/en/bikes/women/mountain/820wsd/,http://www.trekbikes.com/images/bikes/2009/medium/820wsd_lavender.jpg,mountain hardtail,"1,000 or under",Adult - Female,16'',Trek Custom Steel w/Cro-Moly seat tube,"SR Suntour M-2025, custom spring weight, 63mm",,,Alloy hubs; Matrix 550 rims w/brushed sidewalls,"Bontrager Connection Trail, 26x2.0""","Shimano EF50, 7 speed",Shimano C051,Shimano Acera,SR Suntour XCC-T208 48/38/28,"Sun Race 13-34, 7 speed",Nylon platform,Bontrager Approved FIT,Bontrager Approved,"Bontrager Approved, 30mm rise","Bontrager Approved, 40 degree","VP-A76C-TK, 1 1/8"" semi-cartridge, sealed",Tektro V w/Shimano EF50 levers
Top Fuel 9.8 WSD-14.5'',Top Fuel 9.8 WSD,"$4,949.99",http://www.trekbikes.com/us/en/bikes/women/mountain/topfuel98wsd/,http://www.trekbikes.com/images/bikes/2009/medium/topfuel98wsd_titaniteblack.jpg,mountain full-suspension,"3,001 - 5,000",Adult - Female,14.5'',"OCLV Red Carbon w/ABP Race, Full Floater, magnesium EVO Link, oversized bearings, 100mm travel","RockShox SID Race w/remote Pop Loc lever, dual air, Motion Control, rebound, alloy steerer, 100mm","Fox Float RP23, custom ""race tuned"" w/3-position Pro Pedal, rebound; 6.5x1.5""",,"Bontrager Race X Lite Disc wheel system, centerlock, tubeless ready","Bontrager Jones XR w/Kevlar bead, 26x2.25/2.2""; 127 tpi",Shimano Deore XT,"Shimano Deore XT, high mount","Shimano Deore XT ""Shadow""",Shimano Deore XT 44/32/22,"SRAM PG970 11-32, 9 speed",,Bontrager Race Lite w/hollow stainless steel rails,Bontrager XXX Lite mast system,"Bontrager Race X Lite, carbon, 0mm rise, 31.8mm, 620mm width","Bontrager Race X Lite, 7 degree, 31.8mm",Trek Mountain Integrated System w/sealed bearings,"Shimano Deore XT Ti, hydraulic disc, custom Ti version; 160mm rotors - Trek exclusive"
Top Fuel 9.8 WSD-15.5'',Top Fuel 9.8 WSD,"$4,949.99",http://www.trekbikes.com/us/en/bikes/women/mountain/topfuel98wsd/,http://www.trekbikes.com/images/bikes/2009/medium/topfuel98wsd_titaniteblack.jpg,mountain full-suspension,"3,001 - 5,000",Adult - Female,15.5'',"OCLV Red Carbon w/ABP Race, Full Floater, magnesium EVO Link, oversized bearings, 100mm travel","RockShox SID Race w/remote Pop Loc lever, dual air, Motion Control, rebound, alloy steerer, 100mm","Fox Float RP23, custom ""race tuned"" w/3-position Pro Pedal, rebound; 6.5x1.5""",,"Bontrager Race X Lite Disc wheel system, centerlock, tubeless ready","Bontrager Jones XR w/Kevlar bead, 26x2.25/2.2""; 127 tpi",Shimano Deore XT,"Shimano Deore XT, high mount","Shimano Deore XT ""Shadow""",Shimano Deore XT 44/32/22,"SRAM PG970 11-32, 9 speed",,Bontrager Race Lite w/hollow stainless steel rails,Bontrager XXX Lite mast system,"Bontrager Race X Lite, carbon, 0mm rise, 31.8mm, 620mm width","Bontrager Race X Lite, 7 degree, 31.8mm",Trek Mountain Integrated System w/sealed bearings,"Shimano Deore XT Ti, hydraulic disc, custom Ti version; 160mm rotors - Trek exclusive"
Top Fuel 9.8 WSD-16.5'',Top Fuel 9.8 WSD,"$4,949.99",http://www.trekbikes.com/us/en/bikes/women/mountain/topfuel98wsd/,http://www.trekbikes.com/images/bikes/2009/medium/topfuel98wsd_titaniteblack.jpg,mountain full-suspension,"3,001 - 5,000",Adult - Female,16.5'',"OCLV Red Carbon w/ABP Race, Full Floater, magnesium EVO Link, oversized bearings, 100mm travel","RockShox SID Race w/remote Pop Loc lever, dual air, Motion Control, rebound, alloy steerer, 100mm","Fox Float RP23, custom ""race tuned"" w/3-position Pro Pedal, rebound; 6.5x1.5""",,"Bontrager Race X Lite Disc wheel system, centerlock, tubeless ready","Bontrager Jones XR w/Kevlar bead, 26x2.25/2.2""; 127 tpi",Shimano Deore XT,"Shimano Deore XT, high mount","Shimano Deore XT ""Shadow""",Shimano Deore XT 44/32/22,"SRAM PG970 11-32, 9 speed",,Bontrager Race Lite w/hollow stainless steel rails,Bontrager XXX Lite mast system,"Bontrager Race X Lite, carbon, 0mm rise, 31.8mm, 620mm width","Bontrager Race X Lite, 7 degree, 31.8mm",Trek Mountain Integrated System w/sealed bearings,"Shimano Deore XT Ti, hydraulic disc, custom Ti version; 160mm rotors - Trek exclusive"
Top Fuel 9.8 WSD-17.5'',Top Fuel 9.8 WSD,"$4,949.99",http://www.trekbikes.com/us/en/bikes/women/mountain/topfuel98wsd/,http://www.trekbikes.com/images/bikes/2009/medium/topfuel98wsd_titaniteblack.jpg,mountain full-suspension,"3,001 - 5,000",Adult - Female,17.5'',"OCLV Red Carbon w/ABP Race, Full Floater, magnesium EVO Link, oversized bearings, 100mm travel","RockShox SID Race w/remote Pop Loc lever, dual air, Motion Control, rebound, alloy steerer, 100mm","Fox Float RP23, custom ""race tuned"" w/3-position Pro Pedal, rebound; 6.5x1.5""",,"Bontrager Race X Lite Disc wheel system, centerlock, tubeless ready","Bontrager Jones XR w/Kevlar bead, 26x2.25/2.2""; 127 tpi",Shimano Deore XT,"Shimano Deore XT, high mount","Shimano Deore XT ""Shadow""",Shimano Deore XT 44/32/22,"SRAM PG970 11-32, 9 speed",,Bontrager Race Lite w/hollow stainless steel rails,Bontrager XXX Lite mast system,"Bontrager Race X Lite, carbon, 0mm rise, 31.8mm, 620mm width","Bontrager Race X Lite, 7 degree, 31.8mm",Trek Mountain Integrated System w/sealed bearings,"Shimano Deore XT Ti, hydraulic disc, custom Ti version; 160mm rotors - Trek exclusive"
Fuel EX 8 WSD-14.5'',Fuel EX 8 WSD,"$2,639.99",http://www.trekbikes.com/us/en/bikes/women/mountain/fuelex8wsd/,http://www.trekbikes.com/images/bikes/2009/medium/fuelex8wsd_goldchocolate.jpg,mountain full-suspension,"3,001 - 5,000",Adult - Female,14.5'',"Alpha Red Aluminum w/ABP, Full Floater, magnesium EVO Link, oversized bearings, 120mm travel","Fox Float 130 RL, custom ""trail tuned"" w/air adjust, rebound, lockout, alloy steerer, 130mm","Fox Float RP2 XV Air Can, custom ""trail tuned"" w/Pro Pedal, rebound; 7.5x2.0""",,"Bontrager Rhythm wheel system, 28mm, tubeless ready","Bontrager Jones XR w/Kevlar bead, 26x2.2/2.25""; 127 tpi",Shimano SLX SL,Shimano SLX SL,"Shimano Deore XT ""Shadow""",Shimano M542 custom 44/32/22,"SRAM PG970 11-32, 9 speed",CrankBrothers Custom Candy C,Bontrager Race Lux FIT w/hollow Cro-Moly rails,"Bontrager Race, 5mm offset","Bontrager Race, 40mm rise, 31.8mm","Bontrager Race Lite, 7 degree, 31.8mm",VP-A58ACT-TK AHS semi-cartridge,"Avid Juicy 5, hydraulic disc; 160mm rotors"
Fuel EX 8 WSD-15.5'',Fuel EX 8 WSD,"$2,639.99",http://www.trekbikes.com/us/en/bikes/women/mountain/fuelex8wsd/,http://www.trekbikes.com/images/bikes/2009/medium/fuelex8wsd_goldchocolate.jpg,mountain full-suspension,"3,001 - 5,000",Adult - Female,15.5'',"Alpha Red Aluminum w/ABP, Full Floater, magnesium EVO Link, oversized bearings, 120mm travel","Fox Float 130 RL, custom ""trail tuned"" w/air adjust, rebound, lockout, alloy steerer, 130mm","Fox Float RP2 XV Air Can, custom ""trail tuned"" w/Pro Pedal, rebound; 7.5x2.0""",,"Bontrager Rhythm wheel system, 28mm, tubeless ready","Bontrager Jones XR w/Kevlar bead, 26x2.2/2.25""; 127 tpi",Shimano SLX SL,Shimano SLX SL,"Shimano Deore XT ""Shadow""",Shimano M542 custom 44/32/22,"SRAM PG970 11-32, 9 speed",CrankBrothers Custom Candy C,Bontrager Race Lux FIT w/hollow Cro-Moly rails,"Bontrager Race, 5mm offset","Bontrager Race, 40mm rise, 31.8mm","Bontrager Race Lite, 7 degree, 31.8mm",VP-A58ACT-TK AHS semi-cartridge,"Avid Juicy 5, hydraulic disc; 160mm rotors"
