product_id,product_name,$price,$url,$image,category,price_range,rider_gender,frame_size,frame,fork,wheels_type,tires,shifters,front_derailleur,rear_derailleur,crank,cassette,pedals,saddle,seat_post,handlebars,stem,headset,brakeset
Madone 5.2 Pro-56,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,56,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
Madone 5.2 Pro-58,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,58,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
Madone 5.2 Pro-60,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,60,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
Madone 5.2 Pro-62,Madone 5.2 Pro," $4,069.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone52pro/,http://www.trekbikes.com/images/bikes/2009/medium/madone52pro_platinumblack.jpg,road,"3,001 - 5,000",Male,62,OCLV Black Carbon,"Bontrager Race X Lite w/E2 aluminum steerer, carbon crown and legs",Bontrager Race Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Ultegra SL STI, 10 speed",Shimano Ultegra SL,Shimano Ultegra SL,Shimano Ultegra SL 53/39,"Shimano 105 11-25, 10 speed",,Bontrager Race Lite,Carbon seat mast cap,"Bontrager Race Lite VR, 31.8mm","Bontrager Race X Lite, 7 degree, 31.8mm","Cane Creek IS-2 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Ultegra SL w/Shimano Ultegra SL STI levers
Madone 6.9-50,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,50,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9-52,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,52,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9-54,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,54,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9-56,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,56,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9-58,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,58,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9-60,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,60,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9-62,Madone 6.9," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69/,http://www.trekbikes.com/images/bikes/2009/medium/madone69_whitered.jpg,road,"5,001 - 10,000",Male,62,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 53/39,"Shimano Dura-Ace 7900 11-25, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.9 Red-50,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,50,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Red-52,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,52,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Red-54,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,54,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Red-56,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,56,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Red-58,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,58,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Red-60,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,60,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.9 Red-62,Madone 6.9 Red," $8,799.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone69pro/,http://www.trekbikes.com/images/bikes/2009/medium/elite97_whiteonyx.jpg,road,"5,001 - 10,000",Male,62,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,"Bontrager Race XXX Lite, carbon","Bontrager Race X Lite AC, 700x23c, folding",SRAM Red,SRAM Red,SRAM Red,SRAM Red 50/34,"SRAM OpenGlide 1090 11-26, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race XXX Lite VR, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",SRAM Red
Madone 6.5-50,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,50,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5-52,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,52,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5-54,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,54,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5-56,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,56,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5-58,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,58,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5-60,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,60,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5-62,Madone 6.5," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/road/madone/madone65/,http://www.trekbikes.com/images/bikes/2009/medium/madone65_silverwhite.jpg,road,"5,001 - 10,000",Male,62,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race X Lite,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/Shimano Dura-Ace STI levers
Madone 6.5 WSD-47,Madone 6.5 WSD," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/women/road/madone65wsd/,http://www.trekbikes.com/images/bikes/2009/medium/madone65wsd_whitered.jpg,road,"5,001 - 10,000",Female,47,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race Lite FIT,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/adjustable reach STI levers
Madone 6.5 WSD-50,Madone 6.5 WSD," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/women/road/madone65wsd/,http://www.trekbikes.com/images/bikes/2009/medium/madone65wsd_whitered.jpg,road,"5,001 - 10,000",Female,50,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race Lite FIT,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/adjustable reach STI levers
Madone 6.5 WSD-52,Madone 6.5 WSD," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/women/road/madone65wsd/,http://www.trekbikes.com/images/bikes/2009/medium/madone65wsd_whitered.jpg,road,"5,001 - 10,000",Female,52,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race Lite FIT,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/adjustable reach STI levers
Madone 6.5 WSD-54,Madone 6.5 WSD," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/women/road/madone65wsd/,http://www.trekbikes.com/images/bikes/2009/medium/madone65wsd_whitered.jpg,road,"5,001 - 10,000",Female,54,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race Lite FIT,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/adjustable reach STI levers
Madone 6.5 WSD-56,Madone 6.5 WSD," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/women/road/madone65wsd/,http://www.trekbikes.com/images/bikes/2009/medium/madone65wsd_whitered.jpg,road,"5,001 - 10,000",Female,56,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race Lite FIT,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/adjustable reach STI levers
Madone 6.5 WSD-58,Madone 6.5 WSD," $6,929.99 ",http://www.trekbikes.com/us/en/bikes/women/road/madone65wsd/,http://www.trekbikes.com/images/bikes/2009/medium/madone65wsd_whitered.jpg,road,"5,001 - 10,000",Female,58,OCLV Red Carbon,Bontrager Race XXX Lite w/E2 full carbon steerer,Bontrager Race X Lite,"Bontrager Race X Lite AC, 700x23c, folding","Shimano Dura-Ace 7900 STI, 10 speed",Shimano Dura-Ace 7900,Shimano Dura-Ace 7900,Shimano Dura-Ace 7900 50/34,"Shimano Dura-Ace 7900 11-28, 10 speed",,Bontrager Race Lite FIT,Carbon seat mast cap,"Bontrager Race X Lite Blade Carbon, 31.8mm","Bontrager Race XXX Lite Carbon, 7 degree, 31.8mm","Cane Creek IS-8 Integrated w/cartridge bearings, sealed, alloy; 1 1/8"" top, 1.5"" bottom",Shimano Dura-Ace w/adjustable reach STI levers
